EventID,EmployeeID,EntityID,EmployeeName,PayDate,GrossEarnings,QualifyingEarnings_CodeQ,SuperLiability_CodeL,SuperFundUSI,SuperFundName,RemittanceDate,FundReceiptDate,StatutoryDueDate,ComplianceStatus,SGC_Shortfall,GIC_NominalInterest
STP5150,EMP201,ENT002,C. Miller,2027-05-19,1307.69,1307.69,156.92,19323234999001,AustralianSuper,2027-05-21,2027-05-25,2027-05-28,ON_TIME,0.00,0.00
STP5151,EMP201,ENT002,C. Miller,2027-05-26,1307.69,1307.69,156.92,19323234999001,AustralianSuper,2027-05-28,2027-06-01,2027-06-04,ON_TIME,0.00,0.00
STP5152,EMP201,ENT002,C. Miller,2027-06-02,1307.69,1307.69,156.92,19323234999001,AustralianSuper,2027-06-04,2027-06-08,2027-06-11,ON_TIME,0.00,0.00
STP5153,EMP201,ENT002,C. Miller,2027-06-09,1307.69,1307.69,156.92,19323234999001,AustralianSuper,2027-06-11,2027-06-16,2027-06-21,ON_TIME,0.00,0.00
STP5154,EMP201,ENT002,C. Miller,2027-06-16,1307.69,1307.69,156.92,19323234999001,AustralianSuper,2027-06-18,2027-06-22,2027-06-25,ON_TIME,0.00,0.00
STP5155,EMP201,ENT002,C. Miller,2027-06-23,1307.69,1307.69,156.92,19323234999001,AustralianSuper,2027-06-25,2027-06-29,2027-07-02,ON_TIME,0.00,0.00
STP5156,EMP201,ENT002,C. Miller,2027-06-30,1307.69,1307.69,156.92,19323234999001,AustralianSuper,2027-07-02,2027-07-06,2027-07-09,ON_TIME,0.00,0.00
STP5157,EMP202,ENT002,D. Chen,2026-01-07,1384.62,1384.62,166.15,60905115063001,Hostplus,2026-01-09,2026-01-13,2026-04-28,ON_TIME,0.00,0.00
STP5158,EMP202,ENT002,D. Chen,2026-01-14,1384.62,1384.62,166.15,60905115063001,Hostplus,2026-01-16,2026-01-20,2026-04-28,ON_TIME,0.00,0.00
STP5159,EMP202,ENT002,D. Chen,2026-01-21,1384.62,1384.62,166.15,60905115063001,Hostplus,2026-01-23,2026-01-28,2026-04-28,ON_TIME,0.00,0.00
STP5160,EMP202,ENT002,D. Chen,2026-01-28,1384.62,1384.62,166.15,60905115063001,Hostplus,2026-01-30,2026-02-03,2026-04-28,ON_TIME,0.00,0.00
STP5161,EMP202,ENT002,D. Chen,2026-02-04,1384.62,1384.62,166.15,60905115063001,Hostplus,2026-02-06,2026-02-10,2026-04-28,ON_TIME,0.00,0.00
STP5162,EMP202,ENT002,D. Chen,2026-02-11,1384.62,1384.62,166.15,60905115063001,Hostplus,2026-02-13,2026-02-17,2026-04-28,ON_TIME,0.00,0.00
STP5163,EMP202,ENT002,D. Chen,2026-02-18,1384.62,1384.62,166.15,60905115063001,Hostplus,2026-02-20,2026-02-24,2026-04-28,ON_TIME,0.00,0.00
STP5164,EMP202,ENT002,D. Chen,2026-02-25,1384.62,1384.62,166.15,60905115063001,Hostplus,2026-02-27,2026-03-03,2026-04-28,ON_TIME,0.00,0.00
STP5165,EMP202,ENT002,D. Chen,2026-03-04,1384.62,1384.62,166.15,60905115063001,Hostplus,2026-03-06,2026-03-10,2026-04-28,ON_TIME,0.00,0.00
STP5166,EMP202,ENT002,D. Chen,2026-03-11,1384.62,1384.62,166.15,60905115063001,Hostplus,2026-03-13,2026-03-17,2026-04-28,ON_TIME,0.00,0.00
STP5167,EMP202,ENT002,D. Chen,2026-03-18,1384.62,1384.62,166.15,60905115063001,Hostplus,2026-03-20,2026-03-24,2026-04-28,ON_TIME,0.00,0.00
STP5168,EMP202,ENT002,D. Chen,2026-03-25,1384.62,1384.62,166.15,60905115063001,Hostplus,2026-03-27,2026-03-31,2026-04-28,ON_TIME,0.00,0.00
STP5169,EMP202,ENT002,D. Chen,2026-04-01,1384.62,1384.62,166.15,60905115063001,Hostplus,2026-04-03,2026-04-09,2026-07-28,ON_TIME,0.00,0.00
STP5170,EMP202,ENT002,D. Chen,2026-04-08,1384.62,1384.62,166.15,60905115063001,Hostplus,2026-04-10,2026-04-14,2026-07-28,ON_TIME,0.00,0.00
STP5171,EMP202,ENT002,D. Chen,2026-04-15,1384.62,1384.62,166.15,60905115063001,Hostplus,2026-04-17,2026-04-21,2026-07-28,ON_TIME,0.00,0.00
STP5172,EMP202,ENT002,D. Chen,2026-04-22,1384.62,1384.62,166.15,60905115063001,Hostplus,2026-04-24,2026-04-28,2026-07-28,ON_TIME,0.00,0.00
STP5173,EMP202,ENT002,D. Chen,2026-04-29,1384.62,1384.62,166.15,60905115063001,Hostplus,2026-05-01,2026-05-05,2026-07-28,ON_TIME,0.00,0.00
STP5174,EMP202,ENT002,D. Chen,2026-05-06,1384.62,1384.62,166.15,60905115063001,Hostplus,2026-05-08,2026-05-12,2026-07-28,ON_TIME,0.00,0.00
STP5175,EMP202,ENT002,D. Chen,2026-05-13,1384.62,1384.62,166.15,60905115063001,Hostplus,2026-05-15,2026-05-19,2026-07-28,ON_TIME,0.00,0.00
STP5176,EMP202,ENT002,D. Chen,2026-05-20,1384.62,1384.62,166.15,60905115063001,Hostplus,2026-05-22,2026-05-26,2026-07-28,ON_TIME,0.00,0.00
STP5177,EMP202,ENT002,D. Chen,2026-05-27,1384.62,1384.62,166.15,60905115063001,Hostplus,2026-05-29,2026-06-02,2026-07-28,ON_TIME,0.00,0.00
STP5178,EMP202,ENT002,D. Chen,2026-06-03,1384.62,1384.62,166.15,60905115063001,Hostplus,2026-06-05,2026-06-10,2026-07-28,ON_TIME,0.00,0.00
STP5179,EMP202,ENT002,D. Chen,2026-06-10,1384.62,1384.62,166.15,60905115063001,Hostplus,2026-06-12,2026-06-16,2026-07-28,ON_TIME,0.00,0.00
STP5180,EMP202,ENT002,D. Chen,2026-06-17,1384.62,1384.62,166.15,60905115063001,Hostplus,2026-06-19,2026-06-23,2026-07-28,ON_TIME,0.00,0.00
STP5181,EMP202,ENT002,D. Chen,2026-06-24,1384.62,1384.62,166.15,60905115063001,Hostplus,2026-06-26,2026-06-30,2026-07-28,ON_TIME,0.00,0.00
STP5182,EMP202,ENT002,D. Chen,2026-07-01,1384.62,1384.62,166.15,60905115063001,Hostplus,2026-07-03,2026-07-07,2026-07-10,ON_TIME,0.00,0.00
STP5183,EMP202,ENT002,D. Chen,2026-07-08,1384.62,1384.62,166.15,60905115063001,Hostplus,2026-07-10,2026-07-14,2026-07-17,ON_TIME,0.00,0.00
STP5184,EMP202,ENT002,D. Chen,2026-07-15,1384.62,1384.62,166.15,60905115063001,Hostplus,2026-07-17,2026-07-21,2026-07-24,ON_TIME,0.00,0.00
STP5185,EMP202,ENT002,D. Chen,2026-07-22,1384.62,1384.62,166.15,60905115063001,Hostplus,2026-07-24,2026-07-28,2026-07-31,ON_TIME,0.00,0.00
STP5186,EMP202,ENT002,D. Chen,2026-07-29,1384.62,1384.62,166.15,60905115063001,Hostplus,2026-07-31,2026-08-04,2026-08-07,ON_TIME,0.00,0.00
STP5187,EMP202,ENT002,D. Chen,2026-08-05,1384.62,1384.62,166.15,60905115063001,Hostplus,2026-08-07,2026-08-19,2026-08-14,LATE_BREACH,0.42,0.26
STP5188,EMP202,ENT002,D. Chen,2026-08-12,1384.62,1384.62,166.15,60905115063001,Hostplus,2026-08-14,2026-08-18,2026-08-21,ON_TIME,0.00,0.00
STP5189,EMP202,ENT002,D. Chen,2026-08-19,1384.62,1384.62,166.15,60905115063001,Hostplus,2026-08-21,2026-08-25,2026-08-28,ON_TIME,0.00,0.00
STP5190,EMP202,ENT002,D. Chen,2026-08-26,1384.62,1384.62,166.15,60905115063001,Hostplus,2026-08-28,2026-09-01,2026-09-04,ON_TIME,0.00,0.00
STP5191,EMP202,ENT002,D. Chen,2026-09-02,1384.62,1384.62,166.15,60905115063001,Hostplus,2026-09-04,2026-09-08,2026-09-11,ON_TIME,0.00,0.00
STP5192,EMP202,ENT002,D. Chen,2026-09-09,1384.62,1384.62,166.15,60905115063001,Hostplus,2026-09-11,2026-09-15,2026-09-18,ON_TIME,0.00,0.00
STP5193,EMP202,ENT002,D. Chen,2026-09-16,1384.62,1384.62,166.15,60905115063001,Hostplus,2026-09-18,2026-09-22,2026-09-25,ON_TIME,0.00,0.00
STP5194,EMP202,ENT002,D. Chen,2026-09-23,1384.62,1384.62,166.15,60905115063001,Hostplus,2026-09-25,2026-09-29,2026-10-02,ON_TIME,0.00,0.00
STP5195,EMP202,ENT002,D. Chen,2026-09-30,1384.62,1384.62,166.15,60905115063001,Hostplus,2026-10-02,2026-10-06,2026-10-09,ON_TIME,0.00,0.00
STP5196,EMP202,ENT002,D. Chen,2026-10-07,1384.62,1384.62,166.15,60905115063001,Hostplus,2026-10-09,2026-10-13,2026-10-16,ON_TIME,0.00,0.00
STP5197,EMP202,ENT002,D. Chen,2026-10-14,1384.62,1384.62,166.15,60905115063001,Hostplus,2026-10-16,2026-10-20,2026-10-23,ON_TIME,0.00,0.00
STP5198,EMP202,ENT002,D. Chen,2026-10-21,1384.62,1384.62,166.15,60905115063001,Hostplus,2026-10-23,2026-10-27,2026-10-30,ON_TIME,0.00,0.00
STP5199,EMP202,ENT002,D. Chen,2026-10-28,1384.62,1384.62,166.15,60905115063001,Hostplus,2026-10-30,2026-11-03,2026-11-06,ON_TIME,0.00,0.00
STP5200,EMP202,ENT002,D. Chen,2026-11-04,1384.62,1384.62,166.15,60905115063001,Hostplus,2026-11-06,2026-11-18,2026-11-13,LATE_BREACH,0.42,0.26
STP5201,EMP202,ENT002,D. Chen,2026-11-11,1384.62,1384.62,166.15,60905115063001,Hostplus,2026-11-13,2026-11-17,2026-11-20,ON_TIME,0.00,0.00
STP5202,EMP202,ENT002,D. Chen,2026-11-18,1384.62,1384.62,166.15,60905115063001,Hostplus,2026-11-20,2026-11-24,2026-11-27,ON_TIME,0.00,0.00
STP5203,EMP202,ENT002,D. Chen,2026-11-25,1384.62,1384.62,166.15,60905115063001,Hostplus,2026-11-27,2026-12-01,2026-12-04,ON_TIME,0.00,0.00
STP5204,EMP202,ENT002,D. Chen,2026-12-02,1384.62,1384.62,166.15,60905115063001,Hostplus,2026-12-04,2026-12-08,2026-12-11,ON_TIME,0.00,0.00
STP5205,EMP202,ENT002,D. Chen,2026-12-09,1384.62,1384.62,166.15,60905115063001,Hostplus,2026-12-11,2026-12-15,2026-12-18,ON_TIME,0.00,0.00
STP5206,EMP202,ENT002,D. Chen,2026-12-16,1384.62,1384.62,166.15,60905115063001,Hostplus,2026-12-18,2026-12-22,2026-12-29,ON_TIME,0.00,0.00
STP5207,EMP202,ENT002,D. Chen,2026-12-23,1384.62,1384.62,166.15,60905115063001,Hostplus,2026-12-25,2026-12-31,2027-01-06,ON_TIME,0.00,0.00
STP5208,EMP202,ENT002,D. Chen,2026-12-30,1384.62,1384.62,166.15,60905115063001,Hostplus,2027-01-01,2027-01-06,2027-01-11,ON_TIME,0.00,0.00
STP5209,EMP202,ENT002,D. Chen,2027-01-06,1384.62,1384.62,166.15,60905115063001,Hostplus,2027-01-08,2027-01-12,2027-01-15,ON_TIME,0.00,0.00
STP5210,EMP202,ENT002,D. Chen,2027-01-13,1384.62,1384.62,166.15,60905115063001,Hostplus,2027-01-15,2027-01-19,2027-01-22,ON_TIME,0.00,0.00
STP5211,EMP202,ENT002,D. Chen,2027-01-20,1384.62,1384.62,166.15,60905115063001,Hostplus,2027-01-22,2027-01-27,2027-02-01,ON_TIME,0.00,0.00
STP5212,EMP202,ENT002,D. Chen,2027-01-27,1384.62,1384.62,166.15,60905115063001,Hostplus,2027-01-29,2027-02-02,2027-02-05,ON_TIME,0.00,0.00
STP5213,EMP202,ENT002,D. Chen,2027-02-03,1384.62,1384.62,166.15,60905115063001,Hostplus,2027-02-05,2027-02-17,2027-02-12,LATE_BREACH,0.42,0.26
STP5214,EMP202,ENT002,D. Chen,2027-02-10,1384.62,1384.62,166.15,60905115063001,Hostplus,2027-02-12,2027-02-16,2027-02-19,ON_TIME,0.00,0.00
STP5215,EMP202,ENT002,D. Chen,2027-02-17,1384.62,1384.62,166.15,60905115063001,Hostplus,2027-02-19,2027-02-23,2027-02-26,ON_TIME,0.00,0.00
STP5216,EMP202,ENT002,D. Chen,2027-02-24,1384.62,1384.62,166.15,60905115063001,Hostplus,2027-02-26,2027-03-02,2027-03-05,ON_TIME,0.00,0.00
STP5217,EMP202,ENT002,D. Chen,2027-03-03,1384.62,1384.62,166.15,60905115063001,Hostplus,2027-03-05,2027-03-09,2027-03-12,ON_TIME,0.00,0.00
STP5218,EMP202,ENT002,D. Chen,2027-03-10,1384.62,1384.62,166.15,60905115063001,Hostplus,2027-03-12,2027-03-16,2027-03-19,ON_TIME,0.00,0.00
STP5219,EMP202,ENT002,D. Chen,2027-03-17,1384.62,1384.62,166.15,60905115063001,Hostplus,2027-03-19,2027-03-23,2027-03-30,ON_TIME,0.00,0.00
STP5220,EMP202,ENT002,D. Chen,2027-03-24,1384.62,1384.62,166.15,60905115063001,Hostplus,2027-03-26,2027-04-01,2027-04-06,ON_TIME,0.00,0.00
STP5221,EMP202,ENT002,D. Chen,2027-03-31,1384.62,1384.62,166.15,60905115063001,Hostplus,2027-04-02,2027-04-06,2027-04-09,ON_TIME,0.00,0.00
STP5222,EMP202,ENT002,D. Chen,2027-04-07,1384.62,1384.62,166.15,60905115063001,Hostplus,2027-04-09,2027-04-13,2027-04-16,ON_TIME,0.00,0.00
STP5223,EMP202,ENT002,D. Chen,2027-04-14,1384.62,1384.62,166.15,60905115063001,Hostplus,2027-04-16,2027-04-20,2027-04-23,ON_TIME,0.00,0.00
STP5224,EMP202,ENT002,D. Chen,2027-04-21,1384.62,1384.62,166.15,60905115063001,Hostplus,2027-04-23,2027-04-28,2027-05-03,ON_TIME,0.00,0.00
STP5225,EMP202,ENT002,D. Chen,2027-04-28,1384.62,1384.62,166.15,60905115063001,Hostplus,2027-04-30,2027-05-04,2027-05-07,ON_TIME,0.00,0.00
STP5226,EMP202,ENT002,D. Chen,2027-05-05,1384.62,1384.62,166.15,60905115063001,Hostplus,2027-05-07,2027-05-19,2027-05-14,LATE_BREACH,0.42,0.26
STP5227,EMP202,ENT002,D. Chen,2027-05-12,1384.62,1384.62,166.15,60905115063001,Hostplus,2027-05-14,2027-05-18,2027-05-21,ON_TIME,0.00,0.00
STP5228,EMP202,ENT002,D. Chen,2027-05-19,1384.62,1384.62,166.15,60905115063001,Hostplus,2027-05-21,2027-05-25,2027-05-28,ON_TIME,0.00,0.00
STP5229,EMP202,ENT002,D. Chen,2027-05-26,1384.62,1384.62,166.15,60905115063001,Hostplus,2027-05-28,2027-06-01,2027-06-04,ON_TIME,0.00,0.00
STP5230,EMP202,ENT002,D. Chen,2027-06-02,1384.62,1384.62,166.15,60905115063001,Hostplus,2027-06-04,2027-06-08,2027-06-11,ON_TIME,0.00,0.00
STP5231,EMP202,ENT002,D. Chen,2027-06-09,1384.62,1384.62,166.15,60905115063001,Hostplus,2027-06-11,2027-06-16,2027-06-21,ON_TIME,0.00,0.00
STP5232,EMP202,ENT002,D. Chen,2027-06-16,1384.62,1384.62,166.15,60905115063001,Hostplus,2027-06-18,2027-06-22,2027-06-25,ON_TIME,0.00,0.00
STP5233,EMP202,ENT002,D. Chen,2027-06-23,1384.62,1384.62,166.15,60905115063001,Hostplus,2027-06-25,2027-06-29,2027-07-02,ON_TIME,0.00,0.00
STP5234,EMP202,ENT002,D. Chen,2027-06-30,1384.62,1384.62,166.15,60905115063001,Hostplus,2027-07-02,2027-07-06,2027-07-09,ON_TIME,0.00,0.00
STP5235,EMP301,ENT003,E. Kowalski,2026-01-14,3538.46,3538.46,424.62,16457520308001,ART Super,2026-01-16,2026-01-20,2026-04-28,ON_TIME,0.00,0.00
STP5236,EMP301,ENT003,E. Kowalski,2026-01-28,3538.46,3538.46,424.62,16457520308001,ART Super,2026-01-30,2026-02-03,2026-04-28,ON_TIME,0.00,0.00
STP5237,EMP301,ENT003,E. Kowalski,2026-02-11,3538.46,3538.46,424.62,16457520308001,ART Super,2026-02-13,2026-02-17,2026-04-28,ON_TIME,0.00,0.00
STP5238,EMP301,ENT003,E. Kowalski,2026-02-25,3538.46,3538.46,424.62,16457520308001,ART Super,2026-02-27,2026-03-03,2026-04-28,ON_TIME,0.00,0.00
STP5239,EMP301,ENT003,E. Kowalski,2026-03-11,3538.46,3538.46,424.62,16457520308001,ART Super,2026-03-13,2026-03-17,2026-04-28,ON_TIME,0.00,0.00
STP5240,EMP301,ENT003,E. Kowalski,2026-03-25,3538.46,3538.46,424.62,16457520308001,ART Super,2026-03-27,2026-03-31,2026-04-28,ON_TIME,0.00,0.00
STP5241,EMP301,ENT003,E. Kowalski,2026-04-08,3538.46,3538.46,424.62,16457520308001,ART Super,2026-04-10,2026-04-14,2026-07-28,ON_TIME,0.00,0.00
STP5242,EMP301,ENT003,E. Kowalski,2026-04-22,3538.46,3538.46,424.62,16457520308001,ART Super,2026-04-24,2026-04-28,2026-07-28,ON_TIME,0.00,0.00
STP5243,EMP301,ENT003,E. Kowalski,2026-05-06,3538.46,3538.46,424.62,16457520308001,ART Super,2026-05-08,2026-05-12,2026-07-28,ON_TIME,0.00,0.00
STP5244,EMP301,ENT003,E. Kowalski,2026-05-20,3538.46,3538.46,424.62,16457520308001,ART Super,2026-05-22,2026-05-26,2026-07-28,ON_TIME,0.00,0.00
STP5245,EMP301,ENT003,E. Kowalski,2026-06-03,3538.46,3538.46,424.62,16457520308001,ART Super,2026-06-05,2026-06-10,2026-07-28,ON_TIME,0.00,0.00
STP5246,EMP301,ENT003,E. Kowalski,2026-06-17,3538.46,3538.46,424.62,16457520308001,ART Super,2026-06-19,2026-06-23,2026-07-28,ON_TIME,0.00,0.00
STP5247,EMP301,ENT003,E. Kowalski,2026-07-01,3538.46,3538.46,424.62,16457520308001,ART Super,2026-07-03,2026-07-07,2026-07-10,ON_TIME,0.00,0.00
STP5248,EMP301,ENT003,E. Kowalski,2026-07-15,3538.46,3538.46,424.62,16457520308001,ART Super,2026-07-17,2026-07-21,2026-07-24,ON_TIME,0.00,0.00
STP5249,EMP301,ENT003,E. Kowalski,2026-07-29,3538.46,3538.46,424.62,16457520308001,ART Super,2026-07-31,2026-08-04,2026-08-07,ON_TIME,0.00,0.00
STP5250,EMP301,ENT003,E. Kowalski,2026-08-12,3538.46,3538.46,424.62,16457520308001,ART Super,2026-08-14,2026-08-18,2026-08-21,ON_TIME,0.00,0.00
STP5251,EMP301,ENT003,E. Kowalski,2026-08-26,3538.46,3538.46,424.62,16457520308001,ART Super,2026-08-28,2026-09-01,2026-09-04,ON_TIME,0.00,0.00
STP5252,EMP301,ENT003,E. Kowalski,2026-09-09,3538.46,3538.46,424.62,16457520308001,ART Super,2026-09-11,2026-09-23,2026-09-18,LATE_BREACH,1.07,0.67
STP5253,EMP301,ENT003,E. Kowalski,2026-09-23,3538.46,3538.46,424.62,16457520308001,ART Super,2026-09-25,2026-09-29,2026-10-02,ON_TIME,0.00,0.00
STP5254,EMP301,ENT003,E. Kowalski,2026-10-07,3538.46,3538.46,424.62,16457520308001,ART Super,2026-10-09,2026-10-13,2026-10-16,ON_TIME,0.00,0.00
STP5255,EMP301,ENT003,E. Kowalski,2026-10-21,3538.46,3538.46,424.62,16457520308001,ART Super,2026-10-23,2026-10-27,2026-10-30,ON_TIME,0.00,0.00
STP5256,EMP301,ENT003,E. Kowalski,2026-11-04,3538.46,3538.46,424.62,16457520308001,ART Super,2026-11-06,2026-11-10,2026-11-13,ON_TIME,0.00,0.00
STP5257,EMP301,ENT003,E. Kowalski,2026-11-18,3538.46,3538.46,424.62,16457520308001,ART Super,2026-11-20,2026-11-24,2026-11-27,ON_TIME,0.00,0.00
STP5258,EMP301,ENT003,E. Kowalski,2026-12-02,3538.46,3538.46,424.62,16457520308001,ART Super,2026-12-04,2026-12-08,2026-12-11,ON_TIME,0.00,0.00
STP5259,EMP301,ENT003,E. Kowalski,2026-12-16,3538.46,3538.46,424.62,16457520308001,ART Super,2026-12-18,2026-12-22,2026-12-29,ON_TIME,0.00,0.00
STP5260,EMP301,ENT003,E. Kowalski,2026-12-30,3538.46,3538.46,424.62,16457520308001,ART Super,2027-01-01,2027-01-06,2027-01-11,ON_TIME,0.00,0.00
STP5261,EMP301,ENT003,E. Kowalski,2027-01-13,3538.46,3538.46,424.62,16457520308001,ART Super,2027-01-15,2027-01-19,2027-01-22,ON_TIME,0.00,0.00
STP5262,EMP301,ENT003,E. Kowalski,2027-01-27,3538.46,3538.46,424.62,16457520308001,ART Super,2027-01-29,2027-02-02,2027-02-05,ON_TIME,0.00,0.00
STP5263,EMP301,ENT003,E. Kowalski,2027-02-10,3538.46,3538.46,424.62,16457520308001,ART Super,2027-02-12,2027-02-16,2027-02-19,ON_TIME,0.00,0.00
STP5264,EMP301,ENT003,E. Kowalski,2027-02-24,3538.46,3538.46,424.62,16457520308001,ART Super,2027-02-26,2027-03-02,2027-03-05,ON_TIME,0.00,0.00
STP5265,EMP301,ENT003,E. Kowalski,2027-03-10,3538.46,3538.46,424.62,16457520308001,ART Super,2027-03-12,2027-03-24,2027-03-19,LATE_BREACH,1.07,0.67
STP5266,EMP301,ENT003,E. Kowalski,2027-03-24,3538.46,3538.46,424.62,16457520308001,ART Super,2027-03-26,2027-04-01,2027-04-06,ON_TIME,0.00,0.00
STP5267,EMP301,ENT003,E. Kowalski,2027-04-07,3538.46,3538.46,424.62,16457520308001,ART Super,2027-04-09,2027-04-13,2027-04-16,ON_TIME,0.00,0.00
STP5268,EMP301,ENT003,E. Kowalski,2027-04-21,3538.46,3538.46,424.62,16457520308001,ART Super,2027-04-23,2027-04-28,2027-05-03,ON_TIME,0.00,0.00
STP5269,EMP301,ENT003,E. Kowalski,2027-05-05,3538.46,3538.46,424.62,16457520308001,ART Super,2027-05-07,2027-05-11,2027-05-14,ON_TIME,0.00,0.00
STP5270,EMP301,ENT003,E. Kowalski,2027-05-19,3538.46,3538.46,424.62,16457520308001,ART Super,2027-05-21,2027-05-25,2027-05-28,ON_TIME,0.00,0.00
STP5271,EMP301,ENT003,E. Kowalski,2027-06-02,3538.46,3538.46,424.62,16457520308001,ART Super,2027-06-04,2027-06-08,2027-06-11,ON_TIME,0.00,0.00
STP5272,EMP301,ENT003,E. Kowalski,2027-06-16,3538.46,3538.46,424.62,16457520308001,ART Super,2027-06-18,2027-06-22,2027-06-25,ON_TIME,0.00,0.00
STP5273,EMP301,ENT003,E. Kowalski,2027-06-30,3538.46,3538.46,424.62,16457520308001,ART Super,2027-07-02,2027-07-06,2027-07-09,ON_TIME,0.00,0.00
STP5274,EMP302,ENT003,F. O'Connor,2026-01-14,3384.62,3384.62,406.15,19323234999001,AustralianSuper,2026-01-16,2026-01-20,2026-04-28,ON_TIME,0.00,0.00
STP5275,EMP302,ENT003,F. O'Connor,2026-01-28,3384.62,3384.62,406.15,19323234999001,AustralianSuper,2026-01-30,2026-02-03,2026-04-28,ON_TIME,0.00,0.00
STP5276,EMP302,ENT003,F. O'Connor,2026-02-11,3384.62,3384.62,406.15,19323234999001,AustralianSuper,2026-02-13,2026-02-17,2026-04-28,ON_TIME,0.00,0.00
STP5277,EMP302,ENT003,F. O'Connor,2026-02-25,3384.62,3384.62,406.15,19323234999001,AustralianSuper,2026-02-27,2026-03-03,2026-04-28,ON_TIME,0.00,0.00
STP5278,EMP302,ENT003,F. O'Connor,2026-03-11,3384.62,3384.62,406.15,19323234999001,AustralianSuper,2026-03-13,2026-03-17,2026-04-28,ON_TIME,0.00,0.00
STP5279,EMP302,ENT003,F. O'Connor,2026-03-25,3384.62,3384.62,406.15,19323234999001,AustralianSuper,2026-03-27,2026-03-31,2026-04-28,ON_TIME,0.00,0.00
STP5280,EMP302,ENT003,F. O'Connor,2026-04-08,3384.62,3384.62,406.15,19323234999001,AustralianSuper,2026-04-10,2026-04-14,2026-07-28,ON_TIME,0.00,0.00
STP5281,EMP302,ENT003,F. O'Connor,2026-04-22,3384.62,3384.62,406.15,19323234999001,AustralianSuper,2026-04-24,2026-04-28,2026-07-28,ON_TIME,0.00,0.00
STP5282,EMP302,ENT003,F. O'Connor,2026-05-06,3384.62,3384.62,406.15,19323234999001,AustralianSuper,2026-05-08,2026-05-12,2026-07-28,ON_TIME,0.00,0.00
STP5283,EMP302,ENT003,F. O'Connor,2026-05-20,3384.62,3384.62,406.15,19323234999001,AustralianSuper,2026-05-22,2026-05-26,2026-07-28,ON_TIME,0.00,0.00
STP5284,EMP302,ENT003,F. O'Connor,2026-06-03,3384.62,3384.62,406.15,19323234999001,AustralianSuper,2026-06-05,2026-06-10,2026-07-28,ON_TIME,0.00,0.00
STP5285,EMP302,ENT003,F. O'Connor,2026-06-17,3384.62,3384.62,406.15,19323234999001,AustralianSuper,2026-06-19,2026-06-23,2026-07-28,ON_TIME,0.00,0.00
STP5286,EMP302,ENT003,F. O'Connor,2026-07-01,3384.62,3384.62,406.15,19323234999001,AustralianSuper,2026-07-03,2026-07-07,2026-07-10,ON_TIME,0.00,0.00
STP5287,EMP302,ENT003,F. O'Connor,2026-07-15,3384.62,3384.62,406.15,19323234999001,AustralianSuper,2026-07-17,2026-07-21,2026-07-24,ON_TIME,0.00,0.00
STP5288,EMP302,ENT003,F. O'Connor,2026-07-29,3384.62,3384.62,406.15,19323234999001,AustralianSuper,2026-07-31,2026-08-04,2026-08-07,ON_TIME,0.00,0.00
STP5289,EMP302,ENT003,F. O'Connor,2026-08-12,3384.62,3384.62,406.15,19323234999001,AustralianSuper,2026-08-14,2026-08-18,2026-08-21,ON_TIME,0.00,0.00
STP5290,EMP302,ENT003,F. O'Connor,2026-08-26,3384.62,3384.62,406.15,19323234999001,AustralianSuper,2026-08-28,2026-09-01,2026-09-04,ON_TIME,0.00,0.00
STP5291,EMP302,ENT003,F. O'Connor,2026-09-09,3384.62,3384.62,406.15,19323234999001,AustralianSuper,2026-09-11,2026-09-23,2026-09-18,LATE_BREACH,1.02,0.64
STP5292,EMP302,ENT003,F. O'Connor,2026-09-23,3384.62,3384.62,406.15,19323234999001,AustralianSuper,2026-09-25,2026-09-29,2026-10-02,ON_TIME,0.00,0.00
STP5293,EMP302,ENT003,F. O'Connor,2026-10-07,3384.62,3384.62,406.15,19323234999001,AustralianSuper,2026-10-09,2026-10-13,2026-10-16,ON_TIME,0.00,0.00
STP5294,EMP302,ENT003,F. O'Connor,2026-10-21,3384.62,3384.62,406.15,19323234999001,AustralianSuper,2026-10-23,2026-10-27,2026-10-30,ON_TIME,0.00,0.00
STP5295,EMP302,ENT003,F. O'Connor,2026-11-04,3384.62,3384.62,406.15,19323234999001,AustralianSuper,2026-11-06,2026-11-10,2026-11-13,ON_TIME,0.00,0.00
STP5296,EMP302,ENT003,F. O'Connor,2026-11-18,3384.62,3384.62,406.15,19323234999001,AustralianSuper,2026-11-20,2026-11-24,2026-11-27,ON_TIME,0.00,0.00
STP5297,EMP302,ENT003,F. O'Connor,2026-12-02,3384.62,3384.62,406.15,19323234999001,AustralianSuper,2026-12-04,2026-12-08,2026-12-11,ON_TIME,0.00,0.00
STP5298,EMP302,ENT003,F. O'Connor,2026-12-16,3384.62,3384.62,406.15,19323234999001,AustralianSuper,2026-12-18,2026-12-22,2026-12-29,ON_TIME,0.00,0.00
STP5299,EMP302,ENT003,F. O'Connor,2026-12-30,3384.62,3384.62,406.15,19323234999001,AustralianSuper,2027-01-01,2027-01-06,2027-01-11,ON_TIME,0.00,0.00
STP5300,EMP302,ENT003,F. O'Connor,2027-01-13,3384.62,3384.62,406.15,19323234999001,AustralianSuper,2027-01-15,2027-01-19,2027-01-22,ON_TIME,0.00,0.00
STP5301,EMP302,ENT003,F. O'Connor,2027-01-27,3384.62,3384.62,406.15,19323234999001,AustralianSuper,2027-01-29,2027-02-02,2027-02-05,ON_TIME,0.00,0.00
